ObjectID,Plot,Species,DBH (cm) 2021
74,Plot1,LALA,28.7
75,Plot2,UNSW,28.4
76,Plot3,PIGL,28.6
77,Plot4,UNSW,34
78,Plot5,PIRU,15.3
79,Plot6,PIRU,26.8
80,Plot7,PIRU,12.3
81,Plot8,UNSW,16
,Plot9,UNSW,
1,Plot10,ABBA,19.1
2,Plot11,UNSW,25
3,Plot12,ABBA,19.5
4,Plot1,ABBA,14
5,Plot2,ABBA,17.3
6,Plot3,ABBA,12.6
7,Plot4,BEPO,25.7
8,Plot5,UNSW,30
9,Plot6,ABBA,14.5
10,Plot7,ABBA,14.8
11,Plot8,ABBA,16.2
12,Plot9,ABBA,19
13,Plot10,ABBA,15.5
14,Plot11,ABBA,20.8
15,Plot12,ABBA,19
16,Plot1,ABBA,18.2
17,Plot2,ABBA,12.2
18,Plot3,ABBA,10.8
19,Plot4,ABBA,15.6
20,Plot5,ABBA,17
21,Plot6,ABBA,10.7
22,Plot7,ABBA,12.7
23,Plot8,UNSW,15
24,Plot9,UNSW,30
25,Plot10,PIRU,11.7
26,Plot11,ABBA,17.4
27,Plot12,ABBA,19
28,Plot1,ABBA,13.6
29,Plot2,ABBA,20.1
30,Plot3,ABBA,11.8
31,Plot4,ABBA,11.7
32,Plot5,UNSW,30
33,Plot6,ABBA,11.7
34,Plot7,ABBA,25.7
35,Plot8,ABBA,21.5
36,Plot9,ABBA,16.2
37,Plot10,ABBA,15.5
38,Plot11,ABBA,12.5
39,Plot12,ABBA,19
40,Plot1,UNSW,
41,Plot2,BEPO,
42,Plot3,ABBA,16
43,Plot4,ABBA,11.9
44,Plot5,ABBA,17
45,Plot6,ABBA,22.5
46,Plot7,UNSW,40
47,Plot8,UNSW,30
48,Plot9,ABBA,18.5
49,Plot10,ABBA,13.1
50,Plot11,ABBA,13.5
51,Plot12,ABBA,14
52,Plot1,ABBA,25
53,Plot2,ABBA,20
54,Plot3,UNSW,25
55,Plot4,ABBA,16
56,Plot5,ABBA,15.5
57,Plot6,ABBA,13.2
58,Plot7,ABBA,18
59,Plot8,UNSW,60
60,Plot9,UNSW,25
61,Plot10,ABBA,15
62,Plot11,UNSW,15
63,Plot12,ABBA,17.7
64,Plot1,ABBA,17.2
65,Plot2,UNSW,30
66,Plot3,ABBA,18.5
67,Plot4,ABBA,15.8
68,Plot5,ABBA,14.6
69,Plot6,ABBA,15.5
70,Plot7,ABBA,18.4
71,Plot8,ABBA,15.5
72,Plot9,UNSW,33
73,Plot10,ABBA,17.4
74,Plot11,ABBA,17.1
75,Plot12,ABBA,17.5
76,Plot1,UNSW,20
77,Plot2,ABBA,11
78,Plot3,UNSW,34
79,Plot4,UNSW,42
80,Plot5,ABBA,14
81,Plot6,ABBA,20
82,Plot7,ABBA,21.5
83,Plot8,ABBA,19.5
84,Plot9,ABBA,21.5
85,Plot10,ABBA,10.7
86,Plot11,ABBA,18.3
87,Plot12,UNSW,34
,Plot1,ABBA,
1,Plot2,PIRU,19.4
2,Plot3,PIRU,19.5
3,Plot4,ABBA,11.2
4,Plot5,ABBA,15.6
5,Plot6,BEPO,20.2
6,Plot7,ABBA,21
7,Plot8,UNSW,27.5
8,Plot9,PIRU,19.4
9,Plot10,UNSW,22.5
10,Plot11,LALA,30
11,Plot12,ABBA,13.7
12,Plot1,PIRU,15.3
13,Plot2,PIRU,18.9
14,Plot3,UNSW,31
15,Plot4,ABBA,12.5
16,Plot5,PIRU,12.6
17,Plot6,UNSW,32.1
18,Plot7,PIRU,15.1
19,Plot8,PIRU,18.8
20,Plot9,PIRU,12.4
21,Plot10,PIRU,19.1
22,Plot11,PIRU,14.9
23,Plot12,PIRU,14
24,Plot1,PIRU,14.6
25,Plot2,PIRU,21.2
26,Plot3,PIRU,15.6
27,Plot4,PIRU,17.1
28,Plot5,ABBA,14.5
29,Plot6,UNSW,31
30,Plot7,PIRU,24.9
31,Plot8,PIRU,25.3
32,Plot9,UNSW,21.6
33,Plot10,ABBA,20.3
34,Plot11,UNSW,38.2
35,Plot12,PIRU,15.6
36,Plot1,PIRU,12.4
37,Plot2,PIRU,11.9
38,Plot3,PIRU,15.6
39,Plot4,ABBA,16.5
40,Plot5,PIRU,10.4
41,Plot6,UNSW,32.5
42,Plot7,ABBA,17.1
43,Plot8,PIRU,12.8
44,Plot9,UNSW,32.3
45,Plot10,ABBA,14.5
46,Plot11,PIRU,14.5
47,Plot12,ABBA,11.2
48,Plot1,ABBA,10.4
49,Plot2,UNSW,29.5
50,Plot3,ABBA,13.6
51,Plot4,ABBA,16.1
52,Plot5,PIRU,17.3
53,Plot6,ABBA,16.8
54,Plot7,UNSW,42.5
55,Plot8,ABBA,12.7
56,Plot9,UNSW,36
57,Plot10,ABBA,11.6
58,Plot11,ABBA,13.8
59,Plot12,UNSW,28.5
60,Plot1,ABBA,14.9
61,Plot2,ABBA,13.2
62,Plot3,ABBA,14.8
63,Plot4,ABBA,17.7
64,Plot5,UNSW,39.5
65,Plot6,PIRU,20.1
66,Plot7,ABBA,20.7
67,Plot8,ABBA,18.2
68,Plot9,PIRU,21.4
69,Plot10,PIRU,18.5
70,Plot11,UNSW,39
71,Plot12,PIRU,18.6
72,Plot1,PIRU,15.2
73,Plot2,PIRU,17.9
74,Plot3,PIRU,11.9
75,Plot4,ABBA,18.7
76,Plot5,ABBA,15
77,Plot6,PIRU,14.9
78,Plot7,PIRU,13.5
79,Plot8,PIRU,18.9
80,Plot9,ABBA,18.9
81,Plot10,ABBA,12.3
82,Plot11,UNSW,27
83,Plot12,BEPO,13.1
84,Plot1,BEPO,10.5
1,Plot2,ABBA,13.3
2,Plot3,ABBA,11.1
3,Plot4,ABBA,25.3
4,Plot5,ABBA,22.2
5,Plot6,ABBA,22.5
6,Plot7,BECO,13.4
7,Plot8,ABBA,10.3
8,Plot9,ABBA,30
9,Plot10,BECO,13.5
10,Plot11,ABBA,21.5
11,Plot12,ABBA,18.2
12,Plot1,ABBA,11.8
13,Plot2,ABBA,28.8
14,Plot3,ABBA,14.3
15,Plot4,ABBA,12.7
16,Plot5,ABBA,17
17,Plot6,UNSW,22
18,Plot7,ABBA,13.7
19,Plot8,BECO,13.1
20,Plot9,BEPO,13.5
21,Plot10,BEPO,11.6
22,Plot11,BECO,13.2
23,Plot12,ABBA,20.1
24,Plot1,ABBA,24.3
25,Plot2,UNSW,14
26,Plot3,UNSW,20.3
27,Plot4,ABBA,13
28,Plot5,ABBA,11.5
29,Plot6,PIST,37
30,Plot7,ABBA,12.8
31,Plot8,ABBA,11.4
32,Plot9,ABBA,10.7
33,Plot10,ABBA,13.7
34,Plot11,UNSW,18
35,Plot12,UNSW,20.7
36,Plot1,ABBA,15.7
37,Plot2,ABBA,20.2
38,Plot3,ABBA,12.7
39,Plot4,ACRU,13.8
40,Plot5,ACRU,13.5
41,Plot6,UNSW,21.5
42,Plot7,ABBA,16.8
43,Plot8,ABBA,12.7
44,Plot9,ABBA,15.3
45,Plot10,ABBA,17.2
46,Plot11,ACRU,17.5
47,Plot12,ABBA,26.2
48,Plot1,ABBA,20.3
49,Plot2,UNSW,13.1
,Plot3,UNSW,
1,Plot4,LALA,29
2,Plot5,LALA,18.4
3,Plot6,ABBA,14
4,Plot7,ABBA,11.4
5,Plot8,UNSW,60
6,Plot9,ABBA,10.9
7,Plot10,ABBA,14.1
8,Plot11,ABBA,23
9,Plot12,ABBA,18.6
10,Plot1,UNSW,23
11,Plot2,ABBA,10.5
12,Plot3,ABBA,30.6
13,Plot4,ABBA,23
14,Plot5,ABBA,13
15,Plot6,ABBA,12.7
16,Plot7,ABBA,16.4
17,Plot8,ABBA,12.1
18,Plot9,ABBA,10.2
19,Plot10,ABBA,29.1
20,Plot11,LALA,23.2
21,Plot12,UNSW,12.7
22,Plot1,LALA,19.5
23,Plot2,LALA,26.5
24,Plot3,ABBA,15.3
25,Plot4,UNSW,25
26,Plot5,LALA,28
27,Plot6,ABBA,11.5
28,Plot7,ABBA,14.9
29,Plot8,UNSW,33
30,Plot9,LALA,29.8
31,Plot10,ABBA,19.6
32,Plot11,UNSW,14.5
33,Plot12,ABBA,13
34,Plot1,ABBA,12.7
35,Plot2,ABBA,17.9
36,Plot3,ABBA,18
37,Plot4,ABBA,12
38,Plot5,ABBA,12.5
39,Plot6,UNSW,24
40,Plot7,ABBA,15.3
,Plot8,ABBA,
41,Plot9,LALA,29.6
42,Plot10,UNSW,14
43,Plot11,ABBA,18.8
44,Plot12,ABBA,13.8
45,Plot1,ABBA,17.1
46,Plot2,LALA,28.8
47,Plot3,ABBA,10.9
48,Plot4,ABBA,16.7
49,Plot5,ABBA,18
50,Plot6,UNSW,18
51,Plot7,ABBA,11.5
52,Plot8,UNSW,13
53,Plot9,UNSW,22
54,Plot10,ABBA,23
55,Plot11,UNSW,15
56,Plot12,ABBA,15
57,Plot1,UNSW,37.2
58,Plot2,ABBA,31.3
59,Plot3,UNSW,32
60,Plot4,ABBA,16.8
61,Plot5,UNSW,17.7
62,Plot6,UNSW,17.2
63,Plot7,UNSW,12
64,Plot8,ABBA,22.5
65,Plot9,ABBA,19.5
66,Plot10,LALA,24.2
67,Plot11,ABBA,34.5
68,Plot12,ABBA,16.7
69,Plot1,ABBA,17.9
70,Plot2,ABBA,14.6
71,Plot3,PIRU,20
1,Plot4,BEPA,15.5
2,Plot5,BEPA,20.3
3,Plot6,UNK,43.2
4,Plot7,BEPA,16.3
5,Plot8,ABBA,10.4
6,Plot9,BEPO,14
7,Plot10,BEPO,19
8,Plot11,BEPO,16.4
9,Plot12,BEPO,18
10,Plot1,BEPO,16.4
11,Plot2,BEPO,19.3
12,Plot3,BEPO,15
13,Plot4,BEPO,11.2
14,Plot5,BEPO,17
15,Plot6,BEPO,10.3
16,Plot7,BEPO,12
17,Plot8,UNK,52
18,Plot9,BEPO,15.7
19,Plot10,BEPO,14.7
20,Plot11,UNK,35.7
21,Plot12,UNK,41
22,Plot1,BEPA,11.5
23,Plot2,BEPO,13.1
24,Plot3,BEPO,16.4
25,Plot4,BEPA,10.5
26,Plot5,BECO,11.7
27,Plot6,ABBA,26.5
28,Plot7,ABBA,10.7
29,Plot8,ABBA,11.5
30,Plot9,ABBA,10.6
31,Plot10,ABBA,11.6
32,Plot11,ACRU,30.7
33,Plot12,ACRU,22.7
34,Plot1,ABBA,29
35,Plot2,ABBA,27
36,Plot3,ABBA,19.5
37,Plot4,ABBA,20.2
38,Plot5,ACRU,22
39,Plot6,ABBA,30
40,Plot7,ACRU,35
41,Plot8,ABBA,19
42,Plot9,ABBA,21.1
43,Plot10,ABBA,11.6
44,Plot11,ACRU,23.5
45,Plot12,ACRU,26
46,Plot1,ABBA,18
47,Plot2,ABBA,13.7
48,Plot3,ABBA,10.9
49,Plot4,ABBA,17.2
50,Plot5,ABBA,10.5
51,Plot6,ABBA,18
52,Plot7,BEPO,14.2
53,Plot8,BEPO,10.3
54,Plot9,BECO,11.2
55,Plot10,BEPO,18.2
56,Plot11,BEPO,17.6
57,Plot12,UNK,24
58,Plot1,ACRU,19
59,Plot2,ACRU,12
60,Plot3,ACRU,16
61,Plot4,ACRU,14
62,Plot5,ACRU,15
63,Plot6,ABBA,
64,Plot7,BECO,
1,Plot8,ABBA,13.3
2,Plot9,ABBA,11.6
3,Plot10,ABBA,16.8
4,Plot11,ABBA,14.8
5,Plot12,PIRU,16.8
6,Plot1,UNSW,21.6
7,Plot2,BEPA,18.4
8,Plot3,LALA,18.6
9,Plot4,ABBA,13
10,Plot5,UNSW,34.4
11,Plot6,ABBA,12.4
12,Plot7,ABBA,11.2
13,Plot8,ABBA,10.8
14,Plot9,ABBA,11.4
15,Plot10,ABBA,15.2
16,Plot11,UNSW,30
17,Plot12,ABBA,16.6
18,Plot1,LALA,14.4
19,Plot2,ABBA,15.8
20,Plot3,ABBA,10.6
21,Plot4,ABBA,14.1
22,Plot5,ABBA,10.7
23,Plot6,ABBA,13.1
24,Plot7,LALA,13.4
25,Plot8,UNSW,29
26,Plot9,UNSW,34
27,Plot10,LALA,17.5
28,Plot11,ABBA,10.5
29,Plot12,LALA,10.8
30,Plot1,ABBA,12.1
31,Plot2,ABBA,15.6
32,Plot3,ABBA,20
33,Plot4,BEPA,22
34,Plot5,ABBA,22.7
35,Plot6,ABBA,14.5
36,Plot7,UNSW,32.3
37,Plot8,ABBA,14.6
38,Plot9,ABBA,18.2
39,Plot10,BEPA,16
40,Plot11,ABBA,12.7
41,Plot12,UNSW,41.3
42,Plot1,UNSW,17.6
43,Plot2,PIRU,21.1
44,Plot3,ABBA,12.5
45,Plot4,ABBA,12.7
46,Plot5,ABBA,11
47,Plot6,ABBA,25.4
48,Plot7,ABBA,12.7
49,Plot8,BEPA,19.6
50,Plot9,UNSW,20.8
51,Plot10,ABBA,14
52,Plot11,ABBA,13.1
53,Plot12,ABBA,11.9
54,Plot1,ABBA,11.2
55,Plot2,UNK,36.8
56,Plot3,UNK,26.1
57,Plot4,PIRU,20
58,Plot5,ABBA,17.7
59,Plot6,ABBA,11
60,Plot7,ABBA,10.8
61,Plot8,ABBA,11.4
62,Plot9,ABBA,15.1
63,Plot10,LALA,22.6
64,Plot11,LALA,22.8
65,Plot12,UNK,24
66,Plot1,ABBA,11.2
67,Plot2,UNK,36.5
68,Plot3,ABBA,14.2
69,Plot4,ABBA,12.7
70,Plot5,PIRU,14.8
71,Plot6,UNK,20
72,Plot7,BEPA,12.2
73,Plot8,ABBA,19.9
74,Plot9,UNK,37
75,Plot10,ABBA,11.8
76,Plot11,ABBA,11.5
77,Plot12,ABBA,16.1
78,Plot1,UNK,24.6
79,Plot2,PIRU,11
80,Plot3,LALA,11.4
81,Plot4,LALA,15.5
82,Plot5,ABBA,13.9
83,Plot6,UNK,25
84,Plot7,UNK,18.6
85,Plot8,UNK,15
86,Plot9,UNK,18
87,Plot10,ABBA,16.2
88,Plot11,ABBA,10.9
89,Plot12,LALA,12.5
90,Plot1,ABBA,11
91,Plot2,ABBA,16.1
92,Plot3,PIRU,12.6
93,Plot4,ABBA,17.7
94,Plot5,ABBA,12
95,Plot6,ABBA,11.9
96,Plot7,ABBA,11
97,Plot8,ABBA,14
98,Plot9,ABBA,20.6
99,Plot10,BEPA,17.3
100,Plot11,ABBA,10.3
101,Plot12,ABBA,11.5
102,Plot1,ABBA,18.7
103,Plot2,UNK,22.7
104,Plot3,ABBA,16.2
105,Plot4,ABBA,16.3
106,Plot5,ABBA,11.4
107,Plot6,ABBA,16.3
108,Plot7,ABBA,14.6
109,Plot8,UNK,27.6
110,Plot9,ABBA,11.8
111,Plot10,PIRU,16.6
112,Plot11,ABBA,12
113,Plot12,ABBA,10.6
104,Plot1,ABBA,11.8
105,Plot2,ABBA,13.7
106,Plot3,UNK,20
1,Plot4,PIRU,19.8
2,Plot5,PIRU,30.5
3,Plot6,ABBA,24.2
4,Plot7,ABBA,16
5,Plot8,ABBA,12
6,Plot9,ABBA,11
7,Plot10,ABBA,11
8,Plot11,ABBA,22.1
9,Plot12,ABBA,15.2
10,Plot1,ABBA,30
11,Plot2,PIRU,30.8
12,Plot3,ABBA,29.3
13,Plot4,ABBA,21
14,Plot5,ABBA,10.9
15,Plot6,ABBA,13
16,Plot7,ABBA,12
17,Plot8,ABBA,21.7
18,Plot9,ABBA,15
19,Plot10,ABBA,15.1
20,Plot11,ABBA,13.6
21,Plot12,ABBA,14.4
22,Plot1,ABBA,18.1
23,Plot2,ABBA,16.7
24,Plot3,PIRU,15.6
25,Plot4,ABBA,10.8
26,Plot5,ABBA,12
27,Plot6,ABBA,16.5
28,Plot7,PIRU,28
29,Plot8,PIRU,21.8
30,Plot9,ABBA,12.8
31,Plot10,ABBA,24.8
32,Plot11,PIRU,26.8
33,Plot12,ABBA,29
34,Plot1,ABBA,31.3
35,Plot2,ABBA,18.8
36,Plot3,PIRU,21.5
37,Plot4,ABBA,19.4
38,Plot5,PIRU,23.8
39,Plot6,PIRU,12.3
40,Plot7,PIRU,25.6
41,Plot8,ABBA,28.7
42,Plot9,ABBA,14.3
43,Plot10,PIRU,21
44,Plot11,PIRU,17.8
45,Plot12,ABBA,12.5
46,Plot1,PIRU,19
47,Plot2,PIRU,21
48,Plot3,ABBA,24.5
49,Plot4,PIRU,18.6
50,Plot5,ABBA,16.7
51,Plot6,ABBA,14.1
52,Plot7,ABBA,20.7
53,Plot8,PIRU,25.5
54,Plot9,PIRU,12.3
55,Plot10,PIRU,15.8
56,Plot11,ABBA,33.2
57,Plot12,PIRU,11
1,Plot1,PIRU,12.5
2,Plot2,UNSW,29.1
3,Plot3,UNSW,25
4,Plot4,PIRU,13.5
5,Plot5,PIRU,12.1
6,Plot6,ABBA,18
7,Plot7,PIRU,15.7
8,Plot8,UNSW,15
9,Plot9,ABBA,12
10,Plot10,ABBA,10.6
11,Plot11,PIRU,14.4
12,Plot12,UNSW,28
13,Plot1,PIRU,15.2
14,Plot2,PIRU,12.8
15,Plot3,UNSW,34
16,Plot4,PIRU,15.9
17,Plot5,PIRU,10.5
18,Plot6,PIRU,15.9
19,Plot7,PIRU,15.5
20,Plot8,PIRU,13.1
21,Plot9,PIRU,14.1
22,Plot10,ABBA,12.4
23,Plot11,PIRU,16.5
24,Plot12,LALA,13.7
25,Plot1,PIRU,18.5
26,Plot2,UNSW,23
27,Plot3,PIRU,14.2
28,Plot4,PIRU,23.5
29,Plot5,PIRU,16.6
30,Plot6,UNSW,15
31,Plot7,LALA,11.6
32,Plot8,ABBA,10.5
33,Plot9,PIRU,11
34,Plot10,UNSW,15.4
35,Plot11,ABBA,27.5
36,Plot12,PIRU,10.5
37,Plot1,ABBA,10.2
38,Plot2,UNSW,28
39,Plot3,UNSW,25
40,Plot4,ABBA,15.7
41,Plot5,ABBA,14.5
42,Plot6,PIRU,12.6
43,Plot7,UNSW,12.5
44,Plot8,PIRU,16.6
45,Plot9,ABBA,34.5
46,Plot10,UNSW,32
47,Plot11,ABBA,16.5
48,Plot12,ABBA,19
49,Plot1,UNSW,15
50,Plot2,ABBA,33.7
51,Plot3,ABBA,17.6
52,Plot4,ABBA,18.7
53,Plot5,ABBA,18
54,Plot6,ABBA,18.7
55,Plot7,ABBA,24.2
56,Plot8,ABBA,22.5
57,Plot9,PIRU,16
58,Plot10,PIRU,17.3
59,Plot11,UNSW,11
60,Plot12,PIRU,11.2
61,Plot1,UNSW,36
62,Plot2,UNSW,32
63,Plot3,UNSW,27
64,Plot4,UNSW,23
65,Plot5,UNSW,38
66,Plot6,UNSW,36.5
67,Plot7,ABBA,10.6
68,Plot8,PIRU,12.3
69,Plot9,PIRU,13.7
70,Plot10,ABBA,14
71,Plot11,BEPO,12.8
72,Plot12,BECO,11
73,Plot1,UNSW,27
74,Plot2,UNSW,43
75,Plot3,UNSW,44
76,Plot4,PIRU,17
77,Plot5,ABBA,11.1
78,Plot6,PIRU,18.1
79,Plot7,PIRU,16.7
80,Plot8,PIRU,16.3
81,Plot9,PIRU,16.2
82,Plot10,ABBA,22.2
83,Plot11,ABBA,10.6
84,Plot12,PIRU,13.9
85,Plot1,ABBA,11.5
86,Plot2,UNSW,30
87,Plot3,UNSW,34
1,Plot4,UNK,29
2,Plot5,BEPA,28.8
3,Plot6,ABBA,18
4,Plot7,UNK,19
5,Plot8,ABBA,23.6
6,Plot9,ABBA,23.9
7,Plot10,ABBA,13.2
8,Plot11,ABBA,12.9
9,Plot12,ABBA,14.1
10,Plot1,ABBA,21
11,Plot2,ABBA,21.1
12,Plot3,ABBA,14.7
13,Plot4,ABBA,13
14,Plot5,UNK,24
15,Plot6,UNSW,25
16,Plot7,ABBA,18.8
17,Plot8,ABBA,21.4
18,Plot9,ABBA,20.5
19,Plot10,ABBA,18.4
20,Plot11,PIRU,27.4
21,Plot12,PIRU,12.3
22,Plot1,UNK,14.5
23,Plot2,UNK,32
24,Plot3,UNK,35
25,Plot4,ABBA,11.5
26,Plot5,ABBA,11.9
27,Plot6,ABBA,28.5
28,Plot7,ABBA,10.5
29,Plot8,ABBA,11.4
30,Plot9,ABBA,12.5
31,Plot10,ABBA,11.3
32,Plot11,ABBA,16.9
33,Plot12,ABBA,11.5
34,Plot1,UNK,20
35,Plot2,ABBA,12.2
36,Plot3,ABBA,15.4
37,Plot4,ABBA,11.1
38,Plot5,UNK,15
39,Plot6,UNK,15
40,Plot7,PIRU,13
41,Plot8,PIRU,22
42,Plot9,ABBA,11.7
43,Plot10,ABBA,13.2
44,Plot11,UNK,18
45,Plot12,PIRU,11.5
46,Plot1,PIRU,12.7
47,Plot2,ABBA,10.2
48,Plot3,ABBA,21
49,Plot4,UNSW,12.5
50,Plot5,UNK,11
51,Plot6,ABBA,12.3
52,Plot7,PIRU,12
53,Plot8,PIRU,15.2
54,Plot9,UNSW,18.5
55,Plot10,UNSW,23
56,Plot11,ABBA,12.7
57,Plot12,PIRU,15.5
58,Plot1,ABBA,11.2
59,Plot2,UNSW,11
60,Plot3,UNSW,12
61,Plot4,PIRU,14.4
62,Plot5,BEAL,21
63,Plot6,ABBA,25.4
64,Plot7,PIRU,13.5
65,Plot8,UNSW,29.2
66,Plot9,PIRU,13.1
67,Plot10,ABBA,16.7
68,Plot11,BEPA,15
69,Plot12,ABBA,12.5
70,Plot1,ABBA,16.2
71,Plot2,ABBA,17
72,Plot3,UNSW,12
73,Plot4,UNSW,15
74,Plot5,UNSW,21
75,Plot6,ABBA,10.2
76,Plot7,ABBA,17.7
77,Plot8,PIRU,14
78,Plot9,ABBA,14.2
79,Plot10,UNK,23
80,Plot11,ABBA,19.4
86,Plot12,ABBA,14.1
87,Plot1,ABBA,13.9
88,Plot2,ABBA,14
89,Plot3,ABBA,10.3
90,Plot4,UNSW,26
91,Plot5,ABBA,23.2
92,Plot6,UNSW,16
93,Plot7,ABBA,12.7
94,Plot8,ABBA,13.5
95,Plot9,ABBA,12.3
96,Plot10,ABBA,16.1
1,Plot11,ABBA,11.5
2,Plot12,UNK,35
3,Plot1,ACRU,13.8
4,Plot2,PIRU,14.5
5,Plot3,UNK,15
6,Plot4,UNK,21
7,Plot5,LALA,16.4
8,Plot6,ABBA,10.9
9,Plot7,BEPO,11.3
10,Plot8,ABBA,10.7
11,Plot9,UNK,30
12,Plot10,UNK,19
13,Plot11,ABBA,13
14,Plot12,UNK,12
15,Plot1,PIRU,18.5
16,Plot2,UNK,19
17,Plot3,ABBA,14.5
18,Plot4,UNK,15
19,Plot5,UNK,30
20,Plot6,BEPO,10.7
21,Plot7,ABBA,11.6
22,Plot8,ABBA,13.2
23,Plot9,UNSW,18
24,Plot10,ABBA,10.2
25,Plot11,ABBA,11.4
26,Plot12,UNSW,26
27,Plot1,ABBA,21.9
28,Plot2,UNSW,23
29,Plot3,ABBA,11.2
30,Plot4,ABBA,29.6
31,Plot5,ABBA,30.2
32,Plot6,UNK,25
33,Plot7,ABBA,25.6
34,Plot8,ABBA,11.2
35,Plot9,ABBA,14.4
36,Plot10,ABBA,10.9
37,Plot11,BEPO,10.6
38,Plot12,BECO,13.6
39,Plot1,UNK,21
40,Plot2,ABBA,10.4
41,Plot3,ABBA,12.8
42,Plot4,ABBA,11.5
43,Plot5,UNK,32
44,Plot6,ABBA,17.2
45,Plot7,ACRU,16.2
46,Plot8,UNK,25
47,Plot9,ABBA,11.8
48,Plot10,ABBA,13.2
49,Plot11,LALA,10.3
50,Plot12,ABBA,11.3
51,Plot1,ACRU,10.7
52,Plot2,ACRU,18.5
53,Plot3,ACRU,21.7
54,Plot4,ABBA,11.7
55,Plot5,UNK,31
56,Plot6,ABBA,17.5
57,Plot7,BEPO,11.7
58,Plot8,BECO,11.1
59,Plot9,ACRU,22.6
60,Plot10,ABBA,10.2
61,Plot11,ABBA,27.8
62,Plot12,UNK,20
1,Plot1,PIGL,21.7
2,Plot2,ABBA,29
3,Plot3,ABBA,17
4,Plot4,ABBA,10.2
5,Plot5,ABBA,18.6
6,Plot6,UNSW,17
7,Plot7,UNSW,56
8,Plot8,PIRU,16.2
9,Plot9,ABBA,14
10,Plot10,UNSW,30
11,Plot11,UNSW,40
12,Plot12,ABBA,11.2
13,Plot1,UNSW,33
14,Plot2,ABBA,13.9
15,Plot3,ABBA,18
16,Plot4,ABBA,21
17,Plot5,PIRU,17
18,Plot6,PIRU,19.8
19,Plot7,ABBA,17.2
20,Plot8,UNSW,23
21,Plot9,PIRU,13.2
22,Plot10,UNSW,10.7
23,Plot11,PIRU,17.5
24,Plot12,PIRU,20.8
25,Plot1,UNSW,22.1
26,Plot2,PIRU,22.3
27,Plot3,PIRU,15.1
28,Plot4,UNSW,14.3
29,Plot5,BEPA,
1,Plot6,UNSW,40
2,Plot7,UNSW,25
3,Plot8,ABBA,33.1
4,Plot9,ABBA,25
5,Plot10,UNSW,15.2
6,Plot11,UNSW,30
7,Plot12,UNSW,22
8,Plot1,UNSW,40
9,Plot2,UNSW,30
10,Plot3,ACRU,24.3
11,Plot4,UNSW,17
12,Plot5,ACRU,10.5
13,Plot6,ABBA,27
14,Plot7,PIRU,26.4
15,Plot8,PIRU,17
16,Plot9,ABBA,11.5
17,Plot10,UNSW,37
18,Plot11,UNSW,20
19,Plot12,UNSW,45
20,Plot1,UNSW,22
21,Plot2,UNSW,22
22,Plot3,PIRU,37.8
23,Plot4,ABBA,27
24,Plot5,UNSW,13.5
25,Plot6,UNSW,47
26,Plot7,ABBA,34.4
27,Plot8,UNSW,22
28,Plot9,ABBA,28.8
29,Plot10,ABBA,25
30,Plot11,ABBA,13.2
31,Plot12,UNSW,23.3
32,Plot1,ABBA,19.1
33,Plot2,PIRU,22.4
34,Plot3,ABBA,11.8
35,Plot4,ABBA,23.1
36,Plot5,ABBA,15.1
37,Plot6,ABBA,30.4
38,Plot7,UNSW,35
1,Plot8,ABBA,36.1
2,Plot9,UNSW,21
3,Plot10,ABBA,11.3
4,Plot11,ABBA,24.5
5,Plot12,ABBA,27.2
6,Plot1,UNSW,18.2
7,Plot2,ABBA,10.6
8,Plot3,ABBA,30.5
9,Plot4,ABBA,19.7
10,Plot5,BECO,21.4
11,Plot6,ABBA,11.7
12,Plot7,ABBA,14.4
13,Plot8,PIRU,23.6
14,Plot9,ABBA,27.5
15,Plot10,PIRU,20.5
16,Plot11,ABBA,23.1
17,Plot12,ABBA,10.6
18,Plot1,ABBA,12.7
19,Plot2,ABBA,17.3
20,Plot3,ABBA,24
21,Plot4,ABBA,30.7
22,Plot5,ABBA,11.8
23,Plot6,PIRU,26.2
24,Plot7,ABBA,30
25,Plot8,ABBA,23.8
26,Plot9,ABBA,19.6
27,Plot10,BECO,14.3
28,Plot11,BEAL,13
29,Plot12,BECO,11.6
30,Plot1,BECO,13
31,Plot2,BECO,11
32,Plot3,ABBA,22.8
33,Plot4,UNSW,39
34,Plot5,UNSW,40
35,Plot6,UNSW,36.5
36,Plot7,ABBA,13.8
37,Plot8,BECO,12.1
38,Plot9,ABBA,12
39,Plot10,UNK,27.5
40,Plot11,ABBA,10.6
41,Plot12,ABBA,12
42,Plot1,BECO,11.2
43,Plot2,PRSE,10.3
44,Plot3,PRSE,14.3
45,Plot4,UNSW,50
46,Plot5,ABBA,28.6
,Plot6,BECO,
1,Plot7,PIRU,37.5
2,Plot8,UNSW,20
3,Plot9,PIRU,31.3
4,Plot10,UNSW,18
5,Plot11,ABBA,14.4
6,Plot12,ABBA,14.8
7,Plot1,ABBA,16.4
8,Plot2,UNSW,17
9,Plot3,UNSW,30
10,Plot4,UNSW,17.7
11,Plot5,ABBA,22
12,Plot6,PIRU,22.6
13,Plot7,UNSW,40
14,Plot8,ABBA,11.6
15,Plot9,ABBA,11.8
16,Plot10,UNSW,18
17,Plot11,ABBA,17.5
18,Plot12,UNSW,27
19,Plot1,ABBA,18.6
20,Plot2,PIRU,26.2
21,Plot3,PIRU,23.1
