ObjectID,Plot,Species,DBH (cm) 2021
2650,Plot10,ABBA,10.5
2651,Plot11,ABBA,14.8
2652,Plot12,ABBA,12.5
2653,Plot1,ABBA,10.4
2654,Plot2,ABBA,10.4
2655,Plot3,UNSW,40
2656,Plot4,ABBA,12
2657,Plot5,UNSW,46
2658,Plot6,UNSW,41
2659,Plot7,UNSW,22
2660,Plot8,ABBA,13.7
2661,Plot9,PIRU,11.1
2662,Plot10,PIRU,19.5
2663,Plot11,ABBA,18.1
2664,Plot12,UNSW,28
2665,Plot1,UNSW,28
2666,Plot2,UNSW,57
2667,Plot3,ABBA,13.1
2668,Plot4,ABBA,11.3
2669,Plot5,PIRU,18.5
2670,Plot6,ABBA,12.2
2671,Plot7,ABBA,11.3
2672,Plot8,ABBA,11.8
2673,Plot9,ABBA,13.5
2674,Plot10,ABBA,11.3
2675,Plot11,ABBA,13.9
2676,Plot12,PIRU,12.3
2677,Plot1,PIRU,20.7
2678,Plot2,ABBA,22.9
2679,Plot3,ABBA,19.5
2680,Plot4,UNSW,32
2681,Plot5,PIRU,16.2
2682,Plot6,ABBA,16
2683,Plot7,ABBA,16.1
2684,Plot8,ABBA,13
2685,Plot9,ABBA,11.3
2686,Plot10,ABBA,17
2687,Plot11,ABBA,21.6
2688,Plot12,ABBA,22.1
2689,Plot1,ABBA,16
2690,Plot2,ABBA,18
2691,Plot3,ABBA,16.1
2692,Plot4,ABBA,12.1
2693,Plot5,ABBA,23.5
2694,Plot6,ABBA,19.5
2695,Plot7,ABBA,15.2
2696,Plot8,PIRU,18.5
2697,Plot9,ABBA,10.8
2698,Plot10,ABBA,11.6
2699,Plot11,ABBA,18.2
2700,Plot12,ABBA,17
2701,Plot1,UNSW,21
2702,Plot2,PIRU,17.1
2703,Plot3,ABBA,20.1
2704,Plot4,ABBA,14.4
2705,Plot5,UNSW,49
2706,Plot6,ABBA,13.2
2707,Plot7,ABBA,11.8
2708,Plot8,ABBA,16
2709,Plot9,ABBA,12.2
2710,Plot10,ABBA,18.2
2711,Plot11,ABBA,14.7
2712,Plot12,ABBA,12.1
2713,Plot1,ABBA,17.2
2714,Plot2,PIRU,24.2
2715,Plot3,PIRU,23.6
2716,Plot4,ABBA,11.9
2717,Plot5,ABBA,14.6
2718,Plot6,ABBA,
2719,Plot7,ABBA,13.01
2720,Plot8,ABBA,16.5
2721,Plot9,ABBA,13
2722,Plot10,ABBA,17.7
2723,Plot11,ABBA,11.5
2724,Plot12,UNSW,27.7
2725,Plot1,UNSW,23.6
2726,Plot2,ABBA,12.9
2727,Plot3,PIRU,21.6
2728,Plot4,ABBA,11.6
2729,Plot5,ABBA,13.3
2730,Plot6,UNSW,34.5
2731,Plot7,ABBA,11.3
2732,Plot8,ABBA,17.3
2733,Plot9,PIRU,19.7
2734,Plot10,UNSW,30.5
2735,Plot11,UNSW,31.2
2736,Plot12,ABBA,16.3
2737,Plot1,ABBA,12.2
2738,Plot2,ABBA,15.1
2739,Plot3,ABBA,21.2
2740,Plot4,ABBA,16.7
2741,Plot5,UNSW,34
2742,Plot6,ABBA,11.3
2743,Plot7,UNSW,48.2
2744,Plot8,UNSW,29.9
2745,Plot9,ABBA,17.5
2746,Plot10,UNSW,28.3
2747,Plot11,ABBA,12.8
2748,Plot12,ABBA,11
2749,Plot1,ABBA,19.1
2750,Plot2,ABBA,17.9
2751,Plot3,ABBA,12.5
2752,Plot4,ABBA,17.8
2753,Plot5,ABBA,26.8
2754,Plot6,UNSW,24
2755,Plot7,ABBA,12.9
2756,Plot8,UNSW,30.5
2757,Plot9,ABBA,30.5
2758,Plot10,ABBA,20.5
2759,Plot11,ABBA,17.6
2760,Plot12,UNSW,39.5
2761,Plot1,UNSW,48.5
2762,Plot2,UNSW,26.7
2763,Plot3,ABBA,11.6
2764,Plot4,ABBA,20.1
2765,Plot5,UNSW,47.6
2766,Plot6,ABBA,15
2767,Plot7,ABBA,15.5
2768,Plot8,ABBA,13.2
2769,Plot9,ABBA,12.5
2770,Plot10,ABBA,20.2
2771,Plot11,UNSW,22.4
2772,Plot12,ABBA,13.4
2773,Plot1,ABBA,12.5
2774,Plot2,UNSW,32
2775,Plot3,UNSW,27.1
2776,Plot4,ABBA,
2777,Plot5,UNSW,
2778,Plot6,UNSW,
2779,Plot7,ABBA,27.8
2780,Plot8,ABBA,26.7
2781,Plot9,ABBA,27.8
2782,Plot10,UNSW,27.5
2783,Plot11,UNSW,38.2
2784,Plot12,ABBA,19.6
2785,Plot1,ABBA,16.5
2786,Plot2,ABBA,12.2
2787,Plot3,ABBA,24.7
2788,Plot4,ABBA,14
2789,Plot5,UNSW,15.1
2790,Plot6,ABBA,23.3
2791,Plot7,ABBA,17.7
2792,Plot8,ABBA,20
2793,Plot9,ABBA,16.7
2794,Plot10,ABBA,17.8
2795,Plot11,ABBA,18
2796,Plot12,PIRU,21.2
2797,Plot1,UNSW,15
2798,Plot2,ABBA,21.2
2799,Plot3,ABBA,15.5
2800,Plot4,ABBA,21.9
2801,Plot5,ABBA,19.4
2802,Plot6,ABBA,16.4
2803,Plot7,ABBA,23.6
2804,Plot8,ABBA,20.9
2805,Plot9,ABBA,26.3
2806,Plot10,ABBA,14.6
2807,Plot11,ABBA,19.5
2808,Plot12,ABBA,23.2
2809,Plot1,ABBA,22.3
2810,Plot2,ABBA,14.1
2811,Plot3,ABBA,13.7
2812,Plot4,ABBA,23.8
2813,Plot5,ABBA,13.4
2814,Plot6,ABBA,17.5
2815,Plot7,ABBA,25.2
2816,Plot8,ABBA,14.3
2817,Plot9,ABBA,18.1
2818,Plot10,ABBA,26
2819,Plot11,ABBA,22
2820,Plot12,UNSW,47.9
2821,Plot1,ABBA,20.9
2822,Plot2,UNSW,12.9
2823,Plot3,ABBA,17.8
2824,Plot4,ABBA,15.3
2825,Plot5,PIRU,24
2826,Plot6,ABBA,20.5
2827,Plot7,ABBA,12.2
2828,Plot8,ABBA,20.5
2829,Plot9,ABBA,20.5
2830,Plot10,UNSW,30.5
2831,Plot11,ACRU,23.9
2832,Plot12,ACRU,16.1
2833,Plot1,ABBA,10.6
2834,Plot2,ABBA,11.7
2835,Plot3,ABBA,10.7
2836,Plot4,ABBA,11
2837,Plot5,ABBA,47.1
2838,Plot6,ABBA,11.4
2839,Plot7,ACRU,15
2840,Plot8,ACRU,22.7
2841,Plot9,ACRU,26.2
2842,Plot10,UNSW,30.3
2843,Plot11,PIRU,23.7
2844,Plot12,ACRU,17
2845,Plot1,POTR,53.3
2846,Plot2,ABBA,14.4
2847,Plot3,ABBA,29.2
2848,Plot4,BEPO,44.2
2849,Plot5,ABBA,23.6
2850,Plot6,ABBA,25.3
2851,Plot7,PIRU,26
2852,Plot8,ABBA,32.5
2853,Plot9,ABBA,29.5
2854,Plot10,ACRU,37.7
2855,Plot11,ABBA,23.9
2856,Plot12,ACRU,29.9
2857,Plot1,ABBA,12.6
2858,Plot2,ABBA,12.3
2859,Plot3,UNSW,20.6
2860,Plot4,ABBA,25.2
2861,Plot5,ABBA,29.5
2862,Plot6,ABBA,24.5
2863,Plot7,ABBA,16
2864,Plot8,PIRU,22.8
2865,Plot9,ABBA,17.1
2866,Plot10,ABBA,18.5
2867,Plot11,ABBA,22
2868,Plot12,ABBA,22.3
2869,Plot1,ACRU,18.3
2870,Plot2,PIRU,14.5
2871,Plot3,ABBA,
2872,Plot4,ACRU,
2873,Plot5,ACRU,
2874,Plot6,ABBA,16.8
2875,Plot7,ABBA,14.8
2876,Plot8,PRSE,10.5
2877,Plot9,ABBA,10.7
2878,Plot10,ABBA,12.9
2879,Plot11,ABBA,17
2880,Plot12,ABBA,15.4
2881,Plot1,ABBA,16.2
2882,Plot2,ABBA,16.5
2883,Plot3,ABBA,12.9
2884,Plot4,ABBA,15.1
2885,Plot5,ABBA,22.1
2886,Plot6,ABBA,13.1
2887,Plot7,ABBA,11.2
2888,Plot8,ABBA,16.7
2889,Plot9,ABBA,15.9
2890,Plot10,ABBA,15.9
2891,Plot11,ABBA,17.4
2892,Plot12,ABBA,20.1
2893,Plot1,ABBA,18.9
2894,Plot2,ABBA,14.3
2895,Plot3,ABBA,12
2896,Plot4,ABBA,18.6
2897,Plot5,ABBA,10.3
2898,Plot6,ABBA,12.6
2899,Plot7,ABBA,17.7
2900,Plot8,ABBA,14.3
2901,Plot9,ABBA,14.9
2902,Plot10,ABBA,15.5
2903,Plot11,PRSE,13.3
2904,Plot12,ABBA,13.1
2905,Plot1,ABBA,14.2
2906,Plot2,ABBA,10.5
2907,Plot3,ABBA,16.4
2908,Plot4,ABBA,15.5
2909,Plot5,ABBA,13
2910,Plot6,ABBA,19
2911,Plot7,ABBA,11.1
2912,Plot8,UNSW,60
2913,Plot9,UNSW,20
2914,Plot10,UNK,19
2915,Plot11,UNSW,47
2916,Plot12,ABBA,11.2
2917,Plot1,ABBA,17
2918,Plot2,ABBA,12.1
2919,Plot3,ABBA,13.1
2920,Plot4,ABBA,13.4
2921,Plot5,ABBA,13.5
2922,Plot6,ABBA,15.5
2923,Plot7,ABBA,24.3
2924,Plot8,ABBA,11.5
2925,Plot9,ABBA,14
2926,Plot10,ABBA,16.2
2927,Plot11,ABBA,16.5
2928,Plot12,ABBA,17.4
2929,Plot1,ABBA,13
2930,Plot2,ABBA,10.5
2931,Plot3,UNK,15
2932,Plot4,ABBA,19
2933,Plot5,ABBA,10.5
2934,Plot6,ABBA,16.7
2935,Plot7,ABBA,21.1
2936,Plot8,UNK,36
2937,Plot9,UNK,18
2938,Plot10,UNK,40
2939,Plot11,ABBA,18.9
2940,Plot12,ABBA,18.5
2941,Plot1,ABBA,11.4
2942,Plot2,ABBA,19.5
2943,Plot3,ABBA,14.5
2944,Plot4,ABBA,13.4
2945,Plot5,ABBA,20
2946,Plot6,ABBA,11.1
2947,Plot7,UNSW,38
2948,Plot8,ABBA,17.4
2949,Plot9,UNSW,16
2950,Plot10,ABBA,16.2
2951,Plot11,ABBA,18.7
2952,Plot12,ABBA,17.2
2953,Plot1,ABBA,11.7
2954,Plot2,ABBA,16.1
2955,Plot3,ABBA,12.6
2956,Plot4,UNSW,33
2957,Plot5,ABBA,18.1
2958,Plot6,ABBA,15.8
2959,Plot7,UNSW,21
2960,Plot8,ABBA,13.9
2961,Plot9,ABBA,12.3
2962,Plot10,ABBA,12.5
2963,Plot11,ABBA,26
2964,Plot12,ABBA,19.4
2965,Plot1,ABBA,22.7
2966,Plot2,ABBA,17.3
2967,Plot3,ABBA,13.4
2968,Plot4,ABBA,16.4
2969,Plot5,ABBA,13
2970,Plot6,ABBA,11.7
2971,Plot7,ABBA,22
2972,Plot8,ABBA,28.8
2973,Plot9,PIRU,14.7
2974,Plot10,PIRU,11
2975,Plot11,PIRU,13.9
2976,Plot12,UNSW,54.8
2977,Plot1,ABBA,28.3
2978,Plot2,ABBA,10.9
2979,Plot3,ABBA,19.2
2980,Plot4,ABBA,26.3
2981,Plot5,ABBA,15.5
2982,Plot6,ABBA,18.2
2983,Plot7,ABBA,22.7
2984,Plot8,PIRU,13.3
2985,Plot9,PIRU,11.8
2986,Plot10,ABBA,14.8
2987,Plot11,ABBA,24.4
2988,Plot12,ABBA,10.5
2989,Plot1,ABBA,22.7
2990,Plot2,ABBA,16.9
2991,Plot3,ABBA,19.3
2992,Plot4,ABBA,14.3
2993,Plot5,ABBA,13.3
2994,Plot6,ABBA,17
2995,Plot7,ABBA,14.5
2996,Plot8,UNSW,47
2997,Plot9,ABBA,17.1
2998,Plot10,ABBA,14.5
2999,Plot11,ABBA,10.9
3000,Plot12,ABBA,13.2
3001,Plot1,ABBA,18.9
3002,Plot2,ABBA,14.4
3003,Plot3,PRSE,14
3004,Plot4,ABBA,17.4
3005,Plot5,ABBA,12.7
3006,Plot6,ABBA,19.3
3007,Plot7,ABBA,14.2
3008,Plot8,ABBA,22.8
3009,Plot9,ABBA,19.3
3010,Plot10,ABBA,12.5
3011,Plot11,ABBA,19.3
3012,Plot12,UNSW,30
3013,Plot1,ABBA,14.9
3014,Plot2,PIGL,13.2
3015,Plot3,ABBA,11.7
3016,Plot4,ABBA,14.5
3017,Plot5,ABBA,18.5
3018,Plot6,ABBA,12
3019,Plot7,ABBA,16.5
3020,Plot8,ABBA,18.7
3021,Plot9,ABBA,14.8
3022,Plot10,ABBA,15
3023,Plot11,ABBA,20.6
3024,Plot12,ABBA,13.8
3025,Plot1,ABBA,18.2
3026,Plot2,ABBA,14.9
3027,Plot3,ABBA,19.5
3028,Plot4,PIRU,29
3029,Plot5,ABBA,12.2
3030,Plot6,ABBA,15.2
3031,Plot7,ABBA,15.1
3032,Plot8,ABBA,17.5
3033,Plot9,,
3034,Plot10,,
3035,Plot11,ABBA,15.1
3036,Plot12,ABBA,18.7
3037,Plot1,ABBA,11.4
3038,Plot2,ABBA,13.2
3039,Plot3,ABBA,15.9
3040,Plot4,ABBA,15.1
3041,Plot5,ABBA,12.5
3042,Plot6,ABBA,22
3043,Plot7,ABBA,15.9
3044,Plot8,ABBA,16.6
3045,Plot9,ABBA,15.1
3046,Plot10,ABBA,12.7
3047,Plot11,UNK,22
3048,Plot12,ABBA,19.2
3049,Plot1,LALA,13.9
3050,Plot2,ABBA,16.4
3051,Plot3,ABBA,22.7
3052,Plot4,ABBA,25.2
3053,Plot5,ABBA,23.5
3054,Plot6,ABBA,14.8
3055,Plot7,ABBA,31.5
3056,Plot8,ABBA,21
3057,Plot9,ABBA,22.8
3058,Plot10,ABBA,17.7
3059,Plot11,ABBA,17.8
3060,Plot12,ABBA,20.4
3061,Plot1,PIRU,19.5
3062,Plot2,ABBA,15.9
3063,Plot3,ABBA,20.5
3064,Plot4,ABBA,23.6
3065,Plot5,ABBA,18.3
3066,Plot6,ABBA,16.5
3067,Plot7,ABBA,16.6
3068,Plot8,ABBA,14.4
3069,Plot9,UNSW,46.3
3070,Plot10,ABBA,16.7
3071,Plot11,ABBA,15.6
3072,Plot12,ABBA,17.1
3073,Plot1,ABBA,13.4
3074,Plot2,ABBA,17.9
3075,Plot3,ABBA,19.8
3076,Plot4,UNSW,32
3077,Plot5,PIRU,24
3078,Plot6,PIRU,23.1
3079,Plot7,UNSW,28
3080,Plot8,UNSW,42
3081,Plot9,UNSW,34
3082,Plot10,PIRU,25.8
3083,Plot11,ABBA,15.7
3084,Plot12,PIRU,21.5
3085,Plot1,ABBA,14.5
3086,Plot2,PIRU,17.7
3087,Plot3,ABBA,13.1
3088,Plot4,UNSW,45
3089,Plot5,ABBA,17.6
3090,Plot6,ABBA,15.8
3091,Plot7,ABBA,15.7
3092,Plot8,ABBA,15.2
3093,Plot9,ABBA,17.4
3094,Plot10,ABBA,14.6
3095,Plot11,UNSW,36
3096,Plot12,ABBA,14.6
3097,Plot1,UNSW,38
3098,Plot2,UNSW,48
3099,Plot3,ABBA,16.6
3100,Plot4,ABBA,11.6
3101,Plot5,ABBA,14.8
3102,Plot6,ABBA,12
3103,Plot7,ABBA,19.7
3104,Plot8,ABBA,16.9
3105,Plot9,ABBA,15.4
3106,Plot10,ABBA,12.2
3107,Plot11,ABBA,14.2
3108,Plot12,ABBA,12.1
3109,Plot1,ABBA,14.7
3110,Plot2,ABBA,10.9
3111,Plot3,ABBA,13.9
3112,Plot4,UNSW,24.1
3113,Plot5,ABBA,14.5
3114,Plot6,ABBA,13.1
3115,Plot7,ABBA,15
3116,Plot8,ABBA,17
3117,Plot9,ABBA,14
3118,Plot10,ABBA,15
3119,Plot11,ABBA,12
3120,Plot12,ABBA,16
3121,Plot1,ABBA,14.2
3122,Plot2,POTR,12.6
3123,Plot3,ABBA,12.5
3124,Plot4,ABBA,16.2
3125,Plot5,UNSW,26
3126,Plot6,ABBA,17.7
3127,Plot7,ABBA,12.1
3128,Plot8,PIRU,17
3129,Plot9,UNSW,36
3130,Plot10,ABBA,18
3131,Plot11,ABBA,15
3132,Plot12,ABBA,18.8
3133,Plot1,PIRU,22
3134,Plot2,ABBA,17.9
3135,Plot3,ABBA,14.1
3136,Plot4,ABBA,13.6
3137,Plot5,ABBA,13.8
3138,Plot6,ABBA,16.8
3139,Plot7,PIRU,19.4
3140,Plot8,ABBA,14.6
3141,Plot9,BEPO,21.6
3142,Plot10,ABBA,11.9
3143,Plot11,ABBA,17.5
3144,Plot12,PIRU,17
3145,Plot1,PIRU,12.8
3146,Plot2,PIRU,22.7
3147,Plot3,ABBA,11.6
3148,Plot4,ABBA,12.4
3149,Plot5,PIRU,13.4
3150,Plot6,PIRU,17.7
3151,Plot7,PIRU,18.3
3152,Plot8,PIRU,19.7
3153,Plot9,ABBA,16.9
3154,Plot10,PIRU,17.6
3155,Plot11,UNK,42.1
3156,Plot12,UNK,28.7
3157,Plot1,ABBA,14.2
3158,Plot2,UNSW,37.7
3159,Plot3,ABBA,12.8
3160,Plot4,ABBA,16.3
3161,Plot5,ABBA,12.7
3162,Plot6,ABBA,13.1
3163,Plot7,PIRU,22.9
3164,Plot8,ABBA,16.1
3165,Plot9,PIRU,18.4
3166,Plot10,ABBA,14.7
3167,Plot11,ABBA,16.2
3168,Plot12,LALA,13.5
3169,Plot1,ABBA,16.3
3170,Plot2,ABBA,17
3171,Plot3,PIRU,19.3
3172,Plot4,ABBA,15.1
3173,Plot5,UNSW,32.1
3174,Plot6,ABBA,15
3175,Plot7,ABBA,11.8
3176,Plot8,ABBA,13.5
3177,Plot9,PIRU,15
3178,Plot10,PIRU,24.5
3179,Plot11,ABBA,17.2
3180,Plot12,ABBA,11.8
3181,Plot1,PIRU,12.8
3182,Plot2,PIRU,17.2
3183,Plot3,PIRU,14.2
3184,Plot4,PIRU,30.9
3185,Plot5,ABBA,18
3186,Plot6,ABBA,15.5
3187,Plot7,ABBA,17.3
3188,Plot8,ABBA,17.6
3189,Plot9,ABBA,14.6
3190,Plot10,ABBA,17
3191,Plot11,ABBA,12.5
3192,Plot12,ABBA,26
3193,Plot1,ABBA,11.6
3194,Plot2,PIRU,13.3
3195,Plot3,UNSW,33.3
3196,Plot4,ABBA,12.5
3197,Plot5,ABBA,16.5
3198,Plot6,UNSW,17.5
3199,Plot7,ABBA,11.4
3200,Plot8,ABBA,10.5
3201,Plot9,UNSW,20.7
3202,Plot10,ABBA,15.8
3203,Plot11,ABBA,13
3204,Plot12,ABBA,12.6
3205,Plot1,PIRU,22.3
3206,Plot2,UNSW,46.5
3207,Plot3,ABBA,15
3208,Plot4,ABBA,12.9
3209,Plot5,PIST,25.5
3210,Plot6,ABBA,14.1
3211,Plot7,ABBA,10.2
3212,Plot8,ABBA,12.3
3213,Plot9,ABBA,13.5
3214,Plot10,ABBA,14.5
3215,Plot11,PIRU,18
3216,Plot12,UNSW,25
3217,Plot1,ABBA,13.4
3218,Plot2,PIRU,12.8
3219,Plot3,ABBA,10.3
3220,Plot4,ABBA,12.2
3221,Plot5,ABBA,12.8
3222,Plot6,ABBA,15.2
3223,Plot7,ABBA,10.7
3224,Plot8,ABBA,16.5
3225,Plot9,UNSW,48
3226,Plot10,ABBA,12
3227,Plot11,ABBA,15.4
3228,Plot12,PIRU,18.1
3229,Plot1,PIRU,17.1
3230,Plot2,PIRU,18
3231,Plot3,UNSW,15
3232,Plot4,ABBA,17
3233,Plot5,ABBA,28.6
3234,Plot6,PIRU,11.8
3235,Plot7,UNSW,49.5
3236,Plot8,PIRU,21.2
3237,Plot9,PIRU,10.9
3238,Plot10,PIRU,23.5
3239,Plot11,PIRU,16.6
3240,Plot12,PIRU,14.4
3241,Plot1,UNSW,35
3242,Plot2,PIRU,20.9
3243,Plot3,ABBA,15.1
3244,Plot4,UNSW,32.5
3245,Plot5,UNSW,25.2
3246,Plot6,UNSW,31.2
3247,Plot7,ABBA,10.6
3248,Plot8,ABBA,12
3249,Plot9,ABBA,17.1
3250,Plot10,ABBA,11.1
3251,Plot11,ABBA,15.4
3252,Plot12,ABBA,10.7
3253,Plot1,ABBA,15.2
3254,Plot2,ABBA,11.1
3255,Plot3,PIRU,28
3256,Plot4,PIRU,22.2
3257,Plot5,ABBA,13
3258,Plot6,PIRU,19.8
3259,Plot7,PIRU,16.2
3260,Plot8,PIRU,39.5
3261,Plot9,ABBA,10.7
3262,Plot10,UNSW,26.8
3263,Plot11,ABBA,13.5
3264,Plot12,ABBA,14.7
3265,Plot1,PIRU,16.9
3266,Plot2,ABBA,
3267,Plot3,ABBA,
3268,Plot4,ABBA,17.8
3269,Plot5,ABBA,14.3
3270,Plot6,ABBA,16.1
3271,Plot7,UNSW,12.5
3272,Plot8,ABBA,11
3273,Plot9,ABBA,10.8
3274,Plot10,UNSW,49
3275,Plot11,ABBA,24.3
3276,Plot12,ABBA,13.3
3277,Plot1,ABBA,16.9
3278,Plot2,ABBA,14.6
3279,Plot3,ABBA,17.2
3280,Plot4,ABBA,11.5
3281,Plot5,UNSW,59
3282,Plot6,ABBA,10.5
3283,Plot7,ABBA,16.2
3284,Plot8,ABBA,13.2
3285,Plot9,ABBA,23.3
3286,Plot10,UNSW,32
3287,Plot11,ABBA,11.5
3288,Plot12,PIRU,30.3
3289,Plot1,ABBA,10.9
3290,Plot2,ABBA,18
3291,Plot3,ABBA,18.5
3292,Plot4,ABBA,14.1
3293,Plot5,ABBA,15.2
3294,Plot6,ABBA,16.2
3295,Plot7,ABBA,16.8
3296,Plot8,UNSW,61
3297,Plot9,ABBA,16.2
3298,Plot10,ABBA,15.2
3299,Plot11,ABBA,16.2
3300,Plot12,ABBA,12.1
3301,Plot1,ABBA,21.4
3302,Plot2,ABBA,15.6
3303,Plot3,ABBA,12.3
3304,Plot4,ABBA,18.2
3305,Plot5,ABBA,11.8
3306,Plot6,ABBA,14.2
3307,Plot7,ABBA,12.8
3308,Plot8,ABBA,
3309,Plot9,ABBA,16.3
3310,Plot10,ABBA,10.5
3311,Plot11,ABBA,19.7
3312,Plot12,ABBA,13.9
3313,Plot1,ABBA,12.7
3314,Plot2,ABBA,14.8
3315,Plot3,ABBA,10.9
3316,Plot4,ABBA,15.2
3317,Plot5,ABBA,24.5
3318,Plot6,PIRU,18.8
3319,Plot7,ABBA,16.7
3320,Plot8,ABBA,16.1
3321,Plot9,PRSE,13.1
3322,Plot10,ABBA,18.1
3323,Plot11,PIRU,22.8
3324,Plot12,UNSW,55
3325,Plot1,ABBA,8.86
3326,Plot2,ABBA,11.1
3327,Plot3,ABBA,16.4
3328,Plot4,ABBA,10.5
3329,Plot5,ABBA,22.5
3330,Plot6,ABBA,17
3331,Plot7,PIRU,19.9
3332,Plot8,ABBA,11.5
3333,Plot9,ABBA,16.4
3334,Plot10,ABBA,22.5
3335,Plot11,ABBA,13.6
3336,Plot12,ABBA,13
3337,Plot1,ABBA,16.5
3338,Plot2,PIRU,13
3339,Plot3,PIRU,16.6
3340,Plot4,PIRU,16.9
3341,Plot5,ABBA,14
3342,Plot6,ABBA,12
3343,Plot7,ABBA,13
3344,Plot8,UNSW,74
3345,Plot9,ABBA,14.3
3346,Plot10,PIRU,18.7
3347,Plot11,ABBA,17.6
3348,Plot12,PIRU,13.4
3349,Plot1,UNSW,34.5
3350,Plot2,UNSW,14
3351,Plot3,ABBA,11
3352,Plot4,ABBA,19
3353,Plot5,UNSW,32.5
3354,Plot6,PIRU,14.9
3355,Plot7,ABBA,17.6
3356,Plot8,PIRU,17.9
3357,Plot9,ABBA,15
3358,Plot10,ABBA,16
3359,Plot11,ABBA,11.5
3360,Plot12,ABBA,12.7
3361,Plot1,PIRU,20.7
3362,Plot2,UNSW,43.5
3363,Plot3,PIRU,22.3
3364,Plot4,UNSW,42
3365,Plot5,PIRU,21.3
3366,Plot6,PIRU,15
3367,Plot7,ABBA,16.1
3368,Plot8,PIRU,24
3369,Plot9,ABBA,12.5
3370,Plot10,ABBA,15.9
3371,Plot11,ABBA,13.7
3372,Plot12,UNSW,27
3373,Plot1,ABBA,14
3374,Plot2,ABBA,15.6
3375,Plot3,UNSW,53
3376,Plot4,ABBA,14.2
3377,Plot5,ABBA,17.3
3378,Plot6,PIRU,18.2
3379,Plot7,UNSW,63
3380,Plot8,ABBA,15.5
3381,Plot9,ABBA,11.7
3382,Plot10,ABBA,12
3383,Plot11,PIRU,20.4
3384,Plot12,PIRU,23
3385,Plot1,ABBA,15.5
3386,Plot2,ABBA,
3387,Plot3,ABBA,
3388,Plot4,ABBA,
3389,Plot5,PIRU,
3390,Plot6,PIRU,
3391,Plot7,ABBA,
3392,Plot8,UNSW,
3393,Plot9,PIRO,
3394,Plot10,ABBA,
3395,Plot11,ABBA,
3396,Plot12,ABBA,
3397,Plot1,UNSW,31.8
3398,Plot2,ABBA,12.7
3399,Plot3,ABBA,10.5
3400,Plot4,ABBA,14.4
3401,Plot5,ABBA,12.8
3402,Plot6,UNSW,20
3403,Plot7,ABBA,11.9
3404,Plot8,ABBA,11
3405,Plot9,LALA,16.9
3406,Plot10,ABBA,11
3407,Plot11,LALA,12.1
3408,Plot12,LALA,10
3409,Plot1,PIRU,16.4
3410,Plot2,ABBA,11.8
3411,Plot3,ABBA,10.5
3412,Plot4,ABBA,13.4
3413,Plot5,ABBA,11.6
3414,Plot6,UNSW,26.3
3415,Plot7,UNSW,30
3416,Plot8,UNSW,12.8
3417,Plot9,PIRU,15.3
3418,Plot10,PIRU,18
3419,Plot11,ABBA,14.5
3420,Plot12,ABBA,14
3421,Plot1,PIRU,13.7
3422,Plot2,PIRU,16
3423,Plot3,PIRU,12.3
3424,Plot4,ABBA,12.7
3425,Plot5,UNSW,28.3
3426,Plot6,PIRU,14.1
3427,Plot7,ABBA,11.4
3428,Plot8,UNSW,17.8
3429,Plot9,LALA,16.5
3430,Plot10,ABBA,11.8
3431,Plot11,ABBA,
3432,Plot12,LALA,
3433,Plot1,LALA,
3434,Plot2,ABBA,
3435,Plot3,ABBA,
3436,Plot4,PIRU,13.8
3437,Plot5,UNSW,27.5
3438,Plot6,LALA,14
3439,Plot7,LALA,11.7
3440,Plot8,PIRU,13.3
3441,Plot9,PIRU,16
3442,Plot10,UNSW,35
3443,Plot11,ABBA,13
3444,Plot12,PIRU,13.1
3445,Plot1,PIRU,11.6
3446,Plot2,UNSW,37.5
3447,Plot3,ABBA,11.4
3448,Plot4,PIRU,18.5
3449,Plot5,PIRU,13.8
3450,Plot6,ABBA,12.5
3451,Plot7,ABBA,11.4
3452,Plot8,PIRU,25.6
3453,Plot9,ABBA,13.6
3454,Plot10,PIRU,26.5
3455,Plot11,ABBA,10.8
3456,Plot12,ABBA,11.8
3457,Plot1,PIRU,19.1
3458,Plot2,PIRU,16.1
3459,Plot3,PIRU,15.7
3460,Plot4,UNSW,60
3461,Plot5,UNSW,39
3462,Plot6,PIRU,12.2
3463,Plot7,ABBA,17.1
3464,Plot8,PIRU,28
3465,Plot9,ABBA,17.2
3466,Plot10,ABBA,12.9
3467,Plot11,ABBA,13.5
3468,Plot12,ABBA,12.2
3469,Plot1,ABBA,19.6
3470,Plot2,ABBA,22.1
3471,Plot3,ABBA,15.8
3472,Plot4,PIRU,17.3
3473,Plot5,PIRU,24
3474,Plot6,ABBA,11.4
3475,Plot7,LALA,28.5
3476,Plot8,PIRU,21.4
3477,Plot9,PIRU,19
3478,Plot10,UNSW,18
3479,Plot11,PIRU,15.5
3480,Plot12,PIRU,20
3481,Plot1,ABBA,14.8
3482,Plot2,ABBA,11.6
3483,Plot3,PIRU,14.5
3484,Plot4,PIRU,14.3
3485,Plot5,ABBA,
3486,Plot6,ABBA,
3487,Plot7,ABBA,
3488,Plot8,ABBA,12.8
3489,Plot9,ABBA,22.2
3490,Plot10,PIRU,23.8
3491,Plot11,ABBA,15.5
3492,Plot12,UNSW,32
3493,Plot1,ABBA,10.8
3494,Plot2,PIRU,24.2
3495,Plot3,PIRU,21.1
3496,Plot4,ABBA,10.5
3497,Plot5,ABBA,14.7
