Unit,PlotID,Block,Treatment,Plot,Tree Number,Species,DBH21,DBH22
1,1-T-1,1,T,1,3204,ABBA,10.6,10.6
1,1-T-1,1,T,1,3205,ABBA,10.3,10.5
1,1-T-1,1,T,1,3206,ABBA,15,15.3
1,1-T-1,1,T,1,3207,ABBA,11.4,11.5
1,1-T-1,1,T,1,3208,ABBA,12.6,12.9
1,1-T-1,1,T,1,3209,ABBA,14.4,14.5
1,1-T-1,1,T,1,3210,ABBA,14.3,14.7
1,1-T-1,1,T,1,3211,ABBA,14.1,15.8
1,1-T-1,1,T,1,3212,ABBA,12.1,12.2
1,1-T-1,1,T,1,3213,ABBA,11.5,11.9
1,1-T-1,1,T,1,3214,ABBA,14.4,14.7
1,1-T-1,1,T,1,3215,ABBA,12.4,12.2
1,1-T-1,1,T,1,3216,ABBA,12,12.1
1,1-T-1,1,T,1,3217,ABBA,13.2,13.1
1,1-T-1,1,T,1,3218,ABBA,14.7,14.6
1,1-T-1,1,T,1,3219,ABBA,12.5,13.1
1,1-T-1,1,T,1,3220,PIRU,23,23.6
1,1-T-1,1,T,1,3221,ABBA,14.7,15.2
1,1-T-1,1,T,1,3222,ABBA,13,13.1
1,1-T-1,1,T,1,3223,PIRU,18.2,18.1
1,1-T-1,1,T,1,3224,ABBA,14.3,14.5
1,1-T-1,1,T,1,3225,PIRU,16.3,17.3
1,1-T-1,1,T,1,3226,PIRU,42.1,22.1
1,1-T-1,1,T,1,3227,PIRU,12.7,13.7
1,1-T-1,1,T,1,3228,ABBA,12.8,12.9
1,1-T-1,1,T,1,3229,ABBA,17,17.2
1,1-T-1,1,T,1,3230,ABBA,15.8,16
1,1-T-1,1,T,1,3231,PIRU,22.2,22.8
1,1-T-1,1,T,1,3232,PIRU,16.3,16.8
1,1-T-1,1,T,1,3233,ABBA,10.9,11.1
1,1-T-1,1,T,1,3234,ABBA,14.5,15
1,1-T-1,1,T,1,3235,ABBA,10.6,10.9
1,1-T-1,1,T,1,3236,PIRU,18.2,19.1
1,1-T-1,1,T,1,3237,PIRU,15.9,16.1
1,1-T-1,1,T,1,3238,PIRU,16.8,17.5
1,1-T-1,1,T,1,3239,PIRU,18.1,19.5
1,1-T-1,1,T,1,3240,ABBA,11.9,11.9
1,1-T-1,1,T,1,3241,PIRU,15.6,19.4
1,1-T-1,1,T,1,3242,ABBA,11,11.2
1,1-T-1,1,T,1,3243,PIRU,15.8,16.2
1,1-T-1,1,T,1,3244,ABBA,13.3,13.7
1,1-T-1,1,T,1,3245,PIRU,23.2,23.8
1,1-T-1,1,T,1,3246,PIRU,16,16.3
1,1-T-1,1,T,1,3247,ABBA,10.5,10.7
1,1-T-1,1,T,1,3248,ABBA,12.4,12.3
1,1-T-1,1,T,1,3249,ABBA,12.6,12.8
1,1-T-1,1,T,1,3250,ABBA,11,10.8
1,1-T-1,1,T,1,3251,ABBA,15,15.2
1,1-T-2,1,T,2,3100,ABBA,19.2,19.6
1,1-T-2,1,T,2,3099,ABBA,19.7,19.8
1,1-T-2,1,T,2,3098,ABBA,13.5,13.2
1,1-T-2,1,T,2,3097,ABBA,13,13.3
1,1-T-2,1,T,2,3096,PIRU,18.6,18.8
1,1-T-2,1,T,2,3095,ABBA,19.6,20
1,1-T-2,1,T,2,3094,ABBA,19.9,19.5
1,1-T-2,1,T,2,3093,ABBA,22.2,22.3
1,1-T-2,1,T,2,3092,ABBA,14,14.3
1,1-T-2,1,T,2,3091,ABBA,27.3,27.6
1,1-T-2,1,T,2,3090,ABBA,30.2,31.2
1,1-T-2,1,T,2,3089,ABBA,21.9,21.3
1,1-T-2,1,T,2,3088,ABBA,18.5,18.7
1,1-T-2,1,T,2,3087,ABBA,11.9,12.1
1,1-T-2,1,T,2,3086,PIRU,15.6,15.7
1,1-T-2,1,T,2,3085,PIRU,20.1,20
1,1-T-2,1,T,2,3084,ABBA,19.1,19.3
1,1-T-2,1,T,2,3083,ABBA,18.3,18.6
1,1-T-2,1,T,2,3082,ABBA,18.5,18.5
1,1-T-2,1,T,2,3081,ABBA,17.7,17.5
1,1-T-2,1,T,2,3080,ABBA,19.9,19.7
1,1-T-2,1,T,2,3079,ABBA,18.3,17.1
1,1-T-2,1,T,2,3400,PIRU,22.8,22.9
1,1-T-2,1,T,2,3599,ABBA,23.5,23.7
1,1-T-2,1,T,2,4000,ABBA,28.2,28.2
1,1-T-2,1,T,2,1210,ABBA,20.6,20.8
1,1-T-2,1,T,2,3194,ABBA,26.5,34.8
1,1-T-2,1,T,2,3193,ABBA,13.3,13.4
1,1-T-2,1,T,2,3192,ABBA,19.6,19.7
1,1-T-2,1,T,2,3191,ABBA,28.7,28.7
1,1-T-2,1,T,2,3182,PIRU,28.1,28.5
1,1-T-2,1,T,2,3181,ABBA,14.8,15
1,1-T-2,1,T,2,3180,ABBA,14.8,15.3
1,1-T-2,1,T,2,3179,ABBA,16.1,16
1,1-T-2,1,T,2,3178,PIRU,19.1,19.2
1,1-T-2,1,T,2,3177,ABBA,17.6,16.7
1,1-T-2,1,T,2,3176,ABBA,12.8,12.6
1,1-T-2,1,T,2,3175,ABBA,16.5,16.7
1,1-T-2,1,T,2,3174,ABBA,17.6,17.7
1,1-T-2,1,T,2,3173,ABBA,16.8,16.6
1,1-T-2,1,T,2,3201,ABBA,11.7,11.7
1,1-T-2,1,T,2,3202,PIRU,20.2,20.1
1,1-T-3,1,T,3,3252,PIRU,21.2,21
1,1-T-3,1,T,3,3253,ABBA,13,13.1
1,1-T-3,1,T,3,3254,ABBA,11.1,11.1
1,1-T-3,1,T,3,3255,LALA,12,12.1
1,1-T-3,1,T,3,3257,ABBA,13.5,13.4
1,1-T-3,1,T,3,3260,LALA,10.8,10.8
1,1-T-3,1,T,3,3261,PIRU,18.1,18.4
1,1-T-3,1,T,3,3262,ABBA,12.8,13.1
1,1-T-3,1,T,3,3263,PIRU,32.9,31.6
1,1-T-3,1,T,3,3264,PIRU,17.1,17.2
1,1-T-3,1,T,3,3265,ABBA,11.3,11.6
1,1-T-3,1,T,3,3266,PIRU,14.3,14.3
1,1-T-3,1,T,3,3268,PIRU,12.8,12.9
1,1-T-3,1,T,3,3269,PIRU,11.3,11.2
1,1-T-3,1,T,3,3270,PIRU,11.7,11.6
1,1-T-3,1,T,3,3271,PIRU,18.5,18.5
1,1-T-3,1,T,3,3272,PIRU,13.6,13.6
1,1-T-3,1,T,3,3273,PIRU,13.7,13.5
1,1-T-3,1,T,3,3274,PIRU,14.3,14.4
1,1-T-3,1,T,3,3275,PIRU,17,17
1,1-T-3,1,T,3,3276,PIRU,18.7,18.8
1,1-T-3,1,T,3,3277,PIRU,13.6,13.4
1,1-T-3,1,T,3,3278,ABBA,13.7,13.7
1,1-T-3,1,T,3,3279,ABBA,11.6,11.7
1,1-T-3,1,T,3,3280,PIRU,11.3,10.7
1,1-T-3,1,T,3,3281,ABBA,14.3,14.1
1,1-T-3,1,T,3,3282,PIRU,17.7,18.1
1,1-T-3,1,T,3,3292,ACRU,12.4,12.6
1,1-T-3,1,T,3,3295,ABBA,14,14
1,1-T-3,1,T,3,3296,ABBA,19.2,19.3
1,1-T-3,1,T,3,4001,PIRU,18.3,18
1,1-T-3,1,T,3,4003,PIRU,20.3,20.1
1,1-T-3,1,T,3,4005,ABBA,15.8,15.9
1,1-T-3,1,T,3,4006,ABBA,14.8,15.2
1,1-T-4,1,T,4,3446,ABBA,23.4,24.1
1,1-T-4,1,T,4,3447,ABBA,22.9,29.5
1,1-T-4,1,T,4,3449,ABBA,11.5,12.1
1,1-T-4,1,T,4,3450,ABBA,29.4,29.8
1,1-T-4,1,T,4,3451,ABBA,19.6,20.1
1,1-T-4,1,T,4,3453,PRPE,11.3,12
1,1-T-4,1,T,4,3454,ACRU,25.2,26.3
1,1-T-4,1,T,4,3455,ACRU,18.9,19.3
1,1-T-4,1,T,4,3456,ACRU,11.1,10.9
1,1-T-4,1,T,4,3457,ACRU,22.4,22.2
1,1-T-4,1,T,4,3458,ABBA,19.1,19.5
1,1-T-4,1,T,4,3459,ABBA,14,14.2
1,1-T-4,1,T,4,3460,ABBA,19.7,21.2
1,1-T-4,1,T,4,3461,PRSE,10.2,11
1,1-T-4,1,T,4,3462,ABBA,15.1,15.3
1,1-T-4,1,T,4,3463,ABBA,15.5,15.2
1,1-T-4,1,T,4,3464,PRSE,11.1,10.5
1,1-T-4,1,T,4,3465,ABBA,12.5,12.9
1,1-T-4,1,T,4,3466,PIRU,35.2,35.8
1,1-T-4,1,T,4,3467,ABBA,18.1,18.3
1,1-T-4,1,T,4,3469,ABBA,17.8,18.3
1,1-T-4,1,T,4,3470,ABBA,17.4,17.4
1,1-T-4,1,T,4,3471,ABBA,19.1,20
1,1-T-4,1,T,4,3472,ABBA,21.7,22
1,1-T-4,1,T,4,3473,PRSE,11,11.6
1,1-T-4,1,T,4,3474,ABBA,13.5,13.7
1,1-T-4,1,T,4,3475,ABBA,20.2,20.8
1,1-T-4,1,T,4,3476,ABBA,19.8,19.8
1,1-T-4,1,T,4,3477,PRPE,14.6,14.8
1,1-T-4,1,T,4,3478,ABBA,22.5,22.7
1,1-T-4,1,T,4,3479,ABBA,17.5,17.8
1,1-T-4,1,T,4,3480,ABBA,21.1,20.8
1,1-T-4,1,T,4,3481,ABBA,20.9,21.4
1,1-T-4,1,T,4,3482,ABBA,23.5,23.7
1,1-T-4,1,T,4,3485,ABBA,24.4,24.8
1,1-T-4,1,T,4,3486,ABBA,17.9,18.2
1,1-T-5,1,T,5,2401,ACRU,14.4,15.6
1,1-T-5,1,T,5,2402,ABBA,18,17.5
1,1-T-5,1,T,5,2404,ABBA,12.6,13
1,1-T-5,1,T,5,2405,ABBA,18.2,18.5
1,1-T-5,1,T,5,2406,ABBA,14.1,14.3
1,1-T-5,1,T,5,2407,ABBA,12.9,14.3
1,1-T-5,1,T,5,2408,ABBA,11.8,11.9
1,1-T-5,1,T,5,2409,ABBA,16.7,16.8
1,1-T-5,1,T,5,2410,POTR,23.2,24.1
1,1-T-5,1,T,5,2411,ABBA,12.7,13
1,1-T-5,1,T,5,2412,BEPA,13.4,13.5
1,1-T-5,1,T,5,2413,ACRU,29.8,14.8
1,1-T-5,1,T,5,2414,ACRU,24.7,25
1,1-T-5,1,T,5,2415,ACRU,12.2,12.6
1,1-T-5,1,T,5,2416,ABBA,16,16.2
1,1-T-5,1,T,5,2417,ABBA,11.6,12.1
1,1-T-5,1,T,5,2418,ABBA,14.6,14.7
1,1-T-5,1,T,5,2419,ABBA,12.1,12.4
1,1-T-5,1,T,5,2420,ABBA,12.8,13
1,1-T-5,1,T,5,2421,ABBA,11.6,12
1,1-T-5,1,T,5,2423,ABBA,14.2,14.3
1,1-T-5,1,T,5,2424,ABBA,21.2,21.6
1,1-T-5,1,T,5,2425,ABBA,19.5,19.8
1,1-T-5,1,T,5,2426,ABBA,12.1,12.1
1,1-T-5,1,T,5,2427,ABBA,17.6,18.2
1,1-T-5,1,T,5,2428,ABBA,10.3,10.5
1,1-T-5,1,T,5,2429,ABBA,19.6,20.3
1,1-T-5,1,T,5,2430,ABBA,13.2,13.3
1,1-T-5,1,T,5,2431,ABBA,10.3,10.5
1,1-T-5,1,T,5,2432,ABBA,12,12.4
1,1-T-5,1,T,5,2433,ABBA,15,15.7
1,1-T-5,1,T,5,2434,ABBA,12.9,13.3
1,1-T-5,1,T,5,2435,ABBA,10.4,10.6
1,1-T-5,1,T,5,2436,ABBA,11.9,12.1
1,1-T-5,1,T,5,2437,ABBA,12.2,12.3
1,1-T-5,1,T,5,2438,ABBA,14.1,12
1,1-T-5,1,T,5,2439,ABBA,10.9,11
1,1-T-5,1,T,5,2440,ABBA,13.5,13.6
1,1-T-5,1,T,5,2441,ABBA,16.2,17.2
1,1-T-5,1,T,5,2442,ABBA,13.9,14.1
1,1-T-5,1,T,5,2443,ABBA,16,16.3
1,1-T-5,1,T,5,2444,ABBA,15.7,16.2
1,1-T-5,1,T,5,2445,ABBA,13.6,14.1
1,1-T-5,1,T,5,2446,ABBA,10.8,11.1
1,1-T-5,1,T,5,2447,ABBA,15.4,15.8
1,1-T-5,1,T,5,2448,PIRU,21.6,22.9
1,1-T-5,1,T,5,2449,ABBA,14.3,14.7
1,1-T-5,1,T,5,2450,ACRU,11,11.2
1,1-T-5,1,T,5,2451,ACRU,18.2,18.7
1,1-T-5,1,T,5,2452,ACRU,11.2,11.6
1,1-T-5,1,T,5,2453,ABBA,12.2,12.1
1,1-T-5,1,T,5,2454,ABBA,14.3,14.6
1,1-T-5,1,T,5,2455,ABBA,13.9,14.1
1,1-T-5,1,T,5,2456,ABBA,12.9,13.1
1,1-T-5,1,T,5,2457,ABBA,18.9,19.1
1,1-T-5,1,T,5,2458,PIRU,23.2,24.4
1,1-T-5,1,T,5,2459,ABBA,10.6,10.6
1,1-T-5,1,T,5,2460,ABBA,15.8,16.3
1,1-T-5,1,T,5,2461,BEAL,16.8,17.3
1,1-T-5,1,T,5,2463,BEPA,10.6,10.6
1,1-T-5,1,T,5,2464,ABBA,15,15.2
1,1-T-5,1,T,5,2465,ABBA,15.4,15.7
1,1-T-6,1,T,6,4801,ABBA,11.2,11.2
1,1-T-6,1,T,6,4802,BEPO,10.2,10.3
1,1-T-6,1,T,6,4803,ABBA,20,20.7
1,1-T-6,1,T,6,4804,BEPA,13.5,13.3
1,1-T-6,1,T,6,4805,ABBA,17.7,17
1,1-T-6,1,T,6,4806,ABBA,15.9,16.2
1,1-T-6,1,T,6,4807,ABBA,14.3,14.3
1,1-T-6,1,T,6,4808,ABBA,12,11.9
1,1-T-6,1,T,6,4809,BEPA,12.1,11.9
1,1-T-6,1,T,6,4810,ABBA,11,11.2
1,1-T-6,1,T,6,4811,PRPE,10.6,10.2
1,1-T-6,1,T,6,4812,ABBA,16,15.8
1,1-T-6,1,T,6,4813,BEPA,15.1,14.5
1,1-T-6,1,T,6,4814,ABBA,21,21.6
1,1-T-6,1,T,6,4815,ACRU,11.5,11.5
1,1-T-6,1,T,6,4817,BEPO,11.2,10.9
1,1-T-6,1,T,6,4818,ABBA,15.5,15.4
1,1-T-6,1,T,6,4819,LALA,26.1,26.9
1,1-T-6,1,T,6,4820,ABBA,12.6,12.4
1,1-T-6,1,T,6,4821,LALA,18,18.3
1,1-T-6,1,T,6,4822,ABBA,14.9,14.9
1,1-T-6,1,T,6,4823,ABBA,14.1,14
1,1-T-6,1,T,6,4824,PRSE,15.5,13.5
1,1-T-6,1,T,6,4825,ABBA,14.3,14.3
1,1-T-6,1,T,6,4826,ACRU,11.9,11.7
1,1-T-6,1,T,6,4827,ABBA,12.2,12
1,1-T-6,1,T,6,4828,ABBA,10.9,11
1,1-T-6,1,T,6,4829,ABBA,16.5,16.2
1,1-T-6,1,T,6,4830,ABBA,14.6,14.7
1,1-T-6,1,T,6,4831,ABBA,13.4,13.2
1,1-T-6,1,T,6,4832,ABBA,12.5,12.2
1,1-T-6,1,T,6,4833,ABBA,10.6,10.4
1,1-T-6,1,T,6,4834,ABBA,10.6,10.6
1,1-T-6,1,T,6,4835,PIRU,12,12.1
1,1-T-6,1,T,6,4836,ABBA,16.6,16.9
1,1-T-6,1,T,6,4837,ABBA,11.5,11.6
1,1-T-6,1,T,6,4838,ABBA,14.6,14.5
1,1-T-6,1,T,6,4839,ABBA,13.7,13.5
1,1-T-6,1,T,6,4840,ABBA,18.3,18.7
1,1-T-6,1,T,6,4841,ABBA,17.7,18
1,1-T-6,1,T,6,4842,ACRU,15.8,15.5
1,1-T-6,1,T,6,4843,ACRU,12.6,12.3
1,1-T-6,1,T,6,4844,ABBA,13.1,12.3
1,1-T-6,1,T,6,4845,ABBA,15,15.4
1,1-T-6,1,T,6,4846,PIRU,13.1,13.2
1,1-T-6,1,T,6,4847,ABBA,16.2,16.3
1,1-T-6,1,T,6,4848,ABBA,13.7,13.2
1,1-T-6,1,T,6,4850,ABBA,10.6,10.9
1,1-T-6,1,T,6,4851,ABBA,15.5,15.9
1,1-T-6,1,T,6,4852,ABBA,14.2,14.7
1,1-T-6,1,T,6,4853,ABBA,13.3,12.9
1,1-T-6,1,T,6,4854,ABBA,14,14
1,1-T-6,1,T,6,4855,ABBA,15.5,15.8
1,1-T-6,1,T,6,4856,LALA,38.2,33.2
1,1-T-6,1,T,6,4857,ABBA,10.6,10.7
1,1-T-6,1,T,6,4858,ABBA,12.3,12.3
1,1-T-6,1,T,6,4859,BEPO,10.3,10.9
1,1-T-6,1,T,6,4860,LALA,30.1,31.2
1,1-T-6,1,T,6,4861,LALA,24.9,25.3
1,1-T-6,1,T,6,4862,ACRU,11.4,11.5
1,1-T-6,1,T,6,4863,ACRU,10.8,11.2
1,1-T-6,1,T,6,4864,PIST,13.2,13.4
1,1-T-6,1,T,6,4865,ABBA,13.5,14.2
1,1-T-6,1,T,6,4866,ABBA,13.6,13.9
1,1-T-6,1,T,6,4867,ABBA,17,17.8
1,1-T-6,1,T,6,4868,ABBA,11.8,11.7
1,1-T-6,1,T,6,4869,ABBA,18.4,18
1,1-T-6,1,T,6,4870,LALA,30.4,30.8
1,1-T-7,1,T,7,3487,ABBA,17.2,17.7
1,1-T-7,1,T,7,3488,PRSE,12.5,13.3
1,1-T-7,1,T,7,3489,ABBA,11.4,11.7
1,1-T-7,1,T,7,3491,ABBA,20.6,21
1,1-T-7,1,T,7,3492,ABBA,27.9,28.8
1,1-T-7,1,T,7,3493,ABBA,20.3,21
1,1-T-7,1,T,7,3494,ABBA,19,19.3
1,1-T-7,1,T,7,3495,ABBA,17.2,17.8
1,1-T-7,1,T,7,3496,ABBA,15.5,15.8
1,1-T-7,1,T,7,3497,ABBA,10.5,10.5
1,1-T-7,1,T,7,3498,ABBA,13.2,13.3
1,1-T-7,1,T,7,3499,PIRU,21.6,22.1
1,1-T-7,1,T,7,3500,ABBA,13.2,13.6
1,1-T-7,1,T,7,2466,ABBA,11.1,11.3
1,1-T-7,1,T,7,2467,ABBA,18.7,19.1
1,1-T-7,1,T,7,2468,ABBA,11.7,11.8
1,1-T-7,1,T,7,2469,PRSE,11.4,11.2
1,1-T-7,1,T,7,2471,PRSE,11.4,12.1
1,1-T-7,1,T,7,2472,ABBA,11.7,12.2
1,1-T-7,1,T,7,2474,PIRU,19.4,19.5
1,1-T-7,1,T,7,2475,ABBA,11.2,11.5
1,1-T-7,1,T,7,2476,ABBA,14.6,15
1,1-T-7,1,T,7,2477,ABBA,14,14.1
1,1-T-7,1,T,7,2478,PIRU,25.5,25.1
1,1-T-7,1,T,7,2479,ABBA,15.8,15.2
1,1-T-7,1,T,7,2481,PIRU,27.7,28.4
1,1-T-7,1,T,7,2482,ABBA,13.4,13.4
1,1-T-7,1,T,7,2483,ABBA,15.5,15.5
1,1-T-7,1,T,7,2484,ABBA,14.8,14.8
1,1-T-7,1,T,7,2485,ABBA,16.4,16.8
1,1-T-7,1,T,7,2487,ABBA,24,32
1,1-T-7,1,T,7,2488,ABBA,14.6,14.9
1,1-T-7,1,T,7,2489,ABBA,16.2,16.9
1,1-T-8,1,T,8,4402,ABBA,12.9,13.5
1,1-T-8,1,T,8,4403,ABBA,22.7,23.5
1,1-T-8,1,T,8,4404,ABBA,20.2,20
1,1-T-8,1,T,8,4405,ABBA,10.7,11
1,1-T-8,1,T,8,4406,ABBA,18.2,17.8
1,1-T-8,1,T,8,4407,ABBA,17.5,18.5
1,1-T-8,1,T,8,4411,LALA,16.2,16.9
1,1-T-8,1,T,8,4412,BEPO,13,13.1
1,1-T-8,1,T,8,4413,LALA,17.6,18.2
1,1-T-8,1,T,8,4414,LALA,19.2,19.8
1,1-T-8,1,T,8,4415,LALA,11.2,11.5
1,1-T-8,1,T,8,4416,LALA,16.3,15.5
1,1-T-8,1,T,8,4417,LALA,19.2,20
1,1-T-8,1,T,8,4418,LALA,15.6,15.8
1,1-T-8,1,T,8,4419,ABBA,17.9,18.4
1,1-T-8,1,T,8,4420,BEPO,15.1,15.1
1,1-T-8,1,T,8,4421,BEPO,11.6,11.9
1,1-T-8,1,T,8,4422,ABBA,10.7,10.6
1,1-T-8,1,T,8,4424,ACRU,10.9,11.7
1,1-T-8,1,T,8,4425,BEPO,11.8,12
1,1-T-8,1,T,8,4426,BEPO,14.5,12.7
1,1-T-8,1,T,8,4427,PRSE,11.9,12.4
1,1-T-8,1,T,8,4429,ABBA,19.6,20.5
1,1-T-8,1,T,8,4430,PRSE,11.7,11.6
1,1-T-8,1,T,8,4431,PRSE,10.6,10.6
1,1-T-8,1,T,8,4432,ACRU,14.6,14.5
1,1-T-8,1,T,8,4433,ABBA,16.5,17
1,1-T-8,1,T,8,4434,ABBA,14.1,14.5
1,1-T-8,1,T,8,4435,ABBA,12.1,12
1,1-T-8,1,T,8,4436,ABBA,10.3,10.5
1,1-T-8,1,T,8,4437,ABBA,15.1,15.5
1,1-T-8,1,T,8,4438,ABBA,15.2,15.6
1,1-T-8,1,T,8,4439,ABBA,10.2,10.5
1,1-T-8,1,T,8,4440,BEPA,10.4,10.4
1,1-T-8,1,T,8,4441,BEPO,10.9,11.1
1,1-T-8,1,T,8,4443,PRSE,20,20.8
1,1-T-8,1,T,8,4444,ABBA,16.2,16.3
1,1-T-8,1,T,8,4445,BEPO,11,11.5
1,1-T-8,1,T,8,4446,ABBA,22,22.6
1,1-T-8,1,T,8,4447,ABBA,16.8,17.3
1,1-T-8,1,T,8,4448,ABBA,18.7,19
1,1-T-8,1,T,8,4449,ABBA,12,12.2
1,1-T-8,1,T,8,4450,ABBA,16.7,16.9
1,1-T-8,1,T,8,4451,ABBA,12.2,12.7
1,1-T-8,1,T,8,4452,ACRU,10.7,11.1
1,1-T-8,1,T,8,4453,ACRU,13,13
1,1-T-8,1,T,8,4454,ABBA,21.5,21.8
1,1-T-8,1,T,8,4455,ABBA,13.8,14.2
1,1-T-8,1,T,8,4456,ABBA,12.8,13.6
1,1-T-8,1,T,8,4457,ABBA,13.6,14
1,1-T-8,1,T,8,4458,ABBA,16.8,17.7
1,1-T-8,1,T,8,4459,ABBA,11.2,11.5
1,1-T-8,1,T,8,4460,ABBA,12.1,13.3
1,1-T-8,1,T,8,4461,ABBA,10.2,10.4
1,1-T-8,1,T,8,4463,ABBA,11.9,12
1,1-T-8,1,T,8,4464,ABBA,13,13
1,1-T-8,1,T,8,4465,ABBA,21.5,21.8
1,1-T-8,1,T,8,4466,ABBA,16.1,16.5
1,1-T-8,1,T,8,4467,ABBA,21.6,22
1,1-T-8,1,T,8,4469,ABBA,12.3,12.6
1,1-T-8,1,T,8,4471,ABBA,15.5,13.6
1,1-T-8,1,T,8,4472,ABBA,13.1,13.4
1,1-T-8,1,T,8,4473,ABBA,20.2,20.7
1,1-T-8,1,T,8,4474,ABBA,10.6,10.9
1,1-T-8,1,T,8,4475,ABBA,13.1,18.3
1,1-T-8,1,T,8,4476,ABBA,13.1,13.5
1,1-T-8,1,T,8,4477,ABBA,11.2,11.5
1,1-T-9,1,T,9,4700,ABBA,12.8,12.3
1,1-T-10,1,T,10,9601,BEPO,14,14.2
1,1-T-10,1,T,10,9602,ABBA,27.3,27.3
1,1-T-10,1,T,10,9603,ABBA,19.1,19.4
1,1-T-10,1,T,10,9604,ABBA,16.1,16.4
1,1-T-10,1,T,10,9606,ABBA,23.3,23.3
1,1-T-10,1,T,10,9607,ABBA,23.3,23.6
1,1-T-10,1,T,10,9608,BEAL,14.1,13.5
1,1-T-10,1,T,10,9609,BEPO,17.8,19.5
1,1-T-10,1,T,10,9610,ABBA,21.7,21.9
1,1-T-10,1,T,10,9612,ABBA,17.2,16.9
1,1-T-10,1,T,10,9613,ABBA,10.7,10.6
1,1-T-10,1,T,10,9614,ABBA,10.2,10.2
1,1-T-10,1,T,10,9626,ABBA,16.3,16.3
1,1-T-10,1,T,10,9627,ABBA,10.7,11
1,1-T-10,1,T,10,9628,ABBA,12.1,11.9
1,1-T-10,1,T,10,9630,ABBA,16,16.3
1,1-T-10,1,T,10,9631,ABBA,10.4,10.5
1,1-T-10,1,T,10,9632,ABBA,12.5,12.9
1,1-T-10,1,T,10,9633,ABBA,10.8,11.2
1,1-T-10,1,T,10,9634,ABBA,14.5,15.7
1,1-T-10,1,T,10,9635,ABBA,14.6,15.5
1,1-T-10,1,T,10,9636,ABBA,11.1,11.6
1,1-T-10,1,T,10,9637,ABBA,13.2,13.5
1,1-T-10,1,T,10,9638,ACRU,12.8,13.5
1,1-T-10,1,T,10,9639,ACRU,15.1,15.6
1,1-T-10,1,T,10,9640,ABBA,10.5,10.8
1,1-T-10,1,T,10,9642,ABBA,14.9,15.5
1,1-T-10,1,T,10,9643,ABBA,10.3,10.7
1,1-T-10,1,T,10,9644,LALA,33.3,30.7
1,1-T-10,1,T,10,9645,ABBA,11.7,12.1
1,1-T-10,1,T,10,9646,ABBA,13.9,14
1,1-T-10,1,T,10,9647,PIRU,14,14.4
1,1-T-10,1,T,10,9648,ABBA,12.6,12.8
1,1-T-10,1,T,10,9649,ABBA,16.3,17.1
1,1-T-10,1,T,10,9650,BEPO,13,13.6
1,1-T-10,1,T,10,9651,ABBA,11.1,11
1,1-T-10,1,T,10,9652,ABBA,18.8,18.7
1,1-T-10,1,T,10,9653,ABBA,24,25
1,1-T-10,1,T,10,9654,BEPO,14.6,16
2,1-P-1,1,P,1,1101,ABBA,11.9,12.8
2,1-P-1,1,P,1,1102,ABBA,19.4,20
2,1-P-1,1,P,1,1103,ABBA,22.7,24.7
2,1-P-1,1,P,1,1104,ABBA,20.9,21.6
2,1-P-1,1,P,1,1105,ABBA,14.3,15
2,1-P-1,1,P,1,1106,ABBA,16.5,17
2,1-P-1,1,P,1,1107,BECO,14,14.3
2,1-P-1,1,P,1,1108,BEPO,17.2,18
2,1-P-1,1,P,1,1109,ABBA,14.9,15.4
2,1-P-1,1,P,1,1110,ABBA,19.7,21
2,1-P-1,1,P,1,1111,ABBA,18.2,18.8
2,1-P-1,1,P,1,1112,ACRU,14.9,15.2
2,1-P-1,1,P,1,1113,ACRU,20.8,21.9
2,1-P-1,1,P,1,1114,ACRU,11.9,12.2
2,1-P-1,1,P,1,1115,ACRU,19.9,20.4
2,1-P-1,1,P,1,1116,ACRU,17.9,19.1
2,1-P-1,1,P,1,1117,ACRU,14.7,15
2,1-P-1,1,P,1,1118,ABBA,21.4,22.1
2,1-P-1,1,P,1,1119,ACRU,24.2,25.3
2,1-P-1,1,P,1,1120,ABBA,18.1,18.8
2,1-P-1,1,P,1,1122,ABBA,22.4,23.3
2,1-P-1,1,P,1,1123,ABBA,18.7,23.2
2,1-P-1,1,P,1,1124,ABBA,22.5,19.6
2,1-P-1,1,P,1,1125,ABBA,10.5,11
2,1-P-1,1,P,1,1126,LALA,13.4,14.3
2,1-P-1,1,P,1,1127,ABBA,20.9,21.9
2,1-P-1,1,P,1,1128,ABBA,16.8,18.4
2,1-P-1,1,P,1,1129,BECO,10.5,10.6
2,1-P-1,1,P,1,1130,ABBA,22.2,23.1
2,1-P-1,1,P,1,1131,ABBA,24.6,25.1
2,1-P-1,1,P,1,1132,ABBA,16.7,17.2
2,1-P-1,1,P,1,1133,ABBA,16.3,16.7
2,1-P-2,1,P,2,1135,ABBA,11.7,11.8
2,1-P-2,1,P,2,1136,ABBA,14,13.4
2,1-P-2,1,P,2,1146,ABBA,16.8,21
2,1-P-2,1,P,2,1147,ABBA,13.2,13.7
2,1-P-2,1,P,2,1150,ABBA,15.2,14.8
2,1-P-2,1,P,2,1151,ABBA,13.6,12.6
2,1-P-2,1,P,2,1152,ABBA,12.3,12.4
2,1-P-2,1,P,2,1153,ABBA,15.5,15.7
2,1-P-2,1,P,2,1154,ABBA,12.5,12.6
2,1-P-2,1,P,2,1156,ABBA,14.8,14.3
2,1-P-2,1,P,2,1160,PIRU,26.4,26.8
